,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,sex,civil_status,class,predicted
927,'<0',> 24,'existing paid','used car',> 3368,'<100','4<=X<7',4,none,4,'no known property',> 38,stores,'for free',3,skilled,2,yes,yes,male,single,0,0
928,'no checking',> 24,'existing paid',radio/tv,(1554 - 3368],'no known savings','>=7',4,none,4,car,> 38,none,own,1,skilled,1,yes,yes,male,single,1,1
929,'<0',<= 12,'delayed previously','new car',<= 1554,'<100','1<=X<4',4,none,2,'real estate',> 38,none,own,2,'unskilled resident',2,none,yes,male,single,1,1
930,'<0',(12 - 24],'existing paid',furniture/equipment,(1554 - 3368],'<100','<1',4,'co applicant',1,'life insurance',<= 28,none,own,1,'unskilled resident',1,none,no,male,single,1,1
931,'0<=X<200',<= 12,'existing paid',radio/tv,(1554 - 3368],'<100','<1',4,none,2,car,<= 28,none,own,1,skilled,1,yes,yes,female,married/wid/sep,0,1
932,'no checking',<= 12,'critical/other existing credit','new car',<= 1554,'<100','1<=X<4',3,none,1,'real estate',(28 - 38],none,own,2,skilled,1,none,yes,male,single,1,1
933,'no checking',<= 12,'critical/other existing credit',radio/tv,<= 1554,'500<=X<1000','>=7',4,none,4,'life insurance',> 38,none,own,2,skilled,2,yes,yes,male,single,1,1
934,'<0',<= 12,'existing paid',radio/tv,<= 1554,'<100','1<=X<4',4,none,1,car,<= 28,bank,own,1,skilled,1,none,yes,female,married/wid/sep,1,1
935,'0<=X<200',> 24,'delayed previously',radio/tv,(1554 - 3368],'100<=X<500','<1',4,none,3,'no known property',(28 - 38],stores,own,2,'high qualif/self emp/mgmt',1,none,yes,male,single,0,1
936,'>=200',<= 12,'existing paid',radio/tv,<= 1554,'<100','1<=X<4',3,none,2,'real estate',<= 28,none,own,1,'unskilled resident',1,none,yes,female,married/wid/sep,0,1
937,'0<=X<200',<= 12,'existing paid',radio/tv,(1554 - 3368],'<100','<1',4,none,3,car,(28 - 38],none,rent,1,'high qualif/self emp/mgmt',1,yes,yes,male,married/wid/sep,1,1
938,'0<=X<200',> 24,'existing paid',education,> 3368,'<100','1<=X<4',4,none,4,'no known property',> 38,none,'for free',1,skilled,1,none,yes,male,single,0,0
939,'no checking',(12 - 24],'critical/other existing credit','used car',> 3368,'no known savings','1<=X<4',2,none,4,'life insurance',> 38,none,own,2,'high qualif/self emp/mgmt',2,yes,yes,male,single,1,1
940,'no checking',<= 12,'existing paid','new car',> 3368,'no known savings','<1',2,none,3,'life insurance',> 38,none,own,1,'high qualif/self emp/mgmt',2,yes,yes,male,single,1,1
941,'no checking',<= 12,'existing paid','new car',<= 1554,'<100','1<=X<4',3,none,2,'real estate',(28 - 38],none,own,1,'unskilled resident',2,none,no,male,single,1,1
942,'no checking',(12 - 24],'existing paid',furniture/equipment,<= 1554,'no known savings','4<=X<7',4,none,2,car,(28 - 38],stores,own,1,skilled,1,yes,yes,male,single,1,1
943,'no checking',<= 12,'critical/other existing credit','new car',<= 1554,'<100','4<=X<7',2,none,1,'real estate',> 38,none,own,3,'unskilled resident',2,none,yes,male,single,1,1
944,'<0',(12 - 24],'existing paid',furniture/equipment,(1554 - 3368],'<100','<1',4,guarantor,1,'life insurance',> 38,none,rent,1,skilled,1,none,yes,female,married/wid/sep,1,1
945,'0<=X<200',> 24,'no credits/all paid','new car',> 3368,'500<=X<1000','<1',1,none,1,car,(28 - 38],none,own,2,skilled,1,none,yes,female,married/wid/sep,1,0
946,'<0',(12 - 24],'all paid',furniture/equipment,(1554 - 3368],'500<=X<1000','<1',4,none,4,'no known property',(28 - 38],none,'for free',1,skilled,2,yes,yes,male,single,0,1
947,'no checking',<= 12,'existing paid','new car',(1554 - 3368],'no known savings',unemployed,4,none,4,'no known property',(28 - 38],none,own,1,'high qualif/self emp/mgmt',1,yes,yes,male,single,1,1
948,'no checking',(12 - 24],'existing paid',furniture/equipment,<= 1554,'<100','<1',4,'co applicant',1,'life insurance',> 38,none,own,1,'unskilled resident',2,none,yes,male,married/wid/sep,0,1
949,'no checking',(12 - 24],'existing paid',radio/tv,> 3368,'100<=X<500','>=7',2,none,4,car,(28 - 38],none,own,2,skilled,1,none,yes,male,single,0,1
950,'0<=X<200',(12 - 24],'critical/other existing credit',business,> 3368,'<100',unemployed,3,none,3,car,> 38,none,own,3,'unemp/unskilled non res',2,yes,yes,male,married/wid/sep,1,1
951,'<0',> 24,'delayed previously',business,(1554 - 3368],'<100','4<=X<7',2,none,1,car,<= 28,none,own,2,skilled,1,yes,yes,male,single,0,1
952,'0<=X<200',(12 - 24],'existing paid','used car',> 3368,'500<=X<1000','<1',3,none,4,car,<= 28,none,rent,1,skilled,1,none,yes,female,married/wid/sep,0,1
953,'no checking',> 24,'existing paid',furniture/equipment,> 3368,'<100',unemployed,4,none,2,car,<= 28,none,own,2,'high qualif/self emp/mgmt',1,yes,yes,female,married/wid/sep,0,0
954,'<0',<= 12,'existing paid','new car',(1554 - 3368],'<100','1<=X<4',4,guarantor,4,'life insurance',(28 - 38],none,own,1,skilled,1,yes,yes,female,married/wid/sep,1,0
955,'<0',(12 - 24],'critical/other existing credit',radio/tv,<= 1554,'>=1000','>=7',4,none,4,'life insurance',> 38,none,rent,2,'high qualif/self emp/mgmt',1,yes,yes,female,married/wid/sep,1,1
956,'>=200',> 24,'critical/other existing credit',radio/tv,> 3368,'no known savings','>=7',4,none,4,'life insurance',> 38,stores,own,2,'unskilled resident',1,none,yes,male,single,1,1
957,'0<=X<200',<= 12,'critical/other existing credit',radio/tv,<= 1554,'<100','>=7',2,none,4,'real estate',(28 - 38],none,own,3,'unskilled resident',1,none,yes,male,single,1,1
958,'<0',> 24,'existing paid','new car',> 3368,'<100','1<=X<4',3,none,2,car,> 38,none,own,1,'unskilled resident',1,none,yes,male,single,0,0
959,'0<=X<200',(12 - 24],'existing paid',furniture/equipment,(1554 - 3368],'100<=X<500','>=7',4,none,4,'no known property',(28 - 38],none,'for free',1,skilled,1,none,yes,male,single,1,1
960,'no checking',<= 12,'critical/other existing credit',radio/tv,(1554 - 3368],'<100','>=7',2,none,2,'real estate',(28 - 38],none,rent,2,skilled,1,none,yes,male,married/wid/sep,1,1
961,'0<=X<200',(12 - 24],'delayed previously','new car',(1554 - 3368],'<100','1<=X<4',1,none,4,'life insurance',> 38,none,own,2,skilled,1,none,yes,male,married/wid/sep,1,1
962,'no checking',(12 - 24],'existing paid','new car',> 3368,'no known savings','1<=X<4',3,none,2,'no known property',(28 - 38],none,own,1,skilled,1,none,yes,male,single,1,1
963,'no checking',(12 - 24],'existing paid',radio/tv,(1554 - 3368],'500<=X<1000','>=7',3,none,2,car,(28 - 38],bank,own,2,skilled,1,yes,yes,male,single,0,1
964,'0<=X<200',<= 12,'existing paid',repairs,<= 1554,'<100','<1',3,none,1,'life insurance',<= 28,none,own,1,'unskilled resident',1,none,yes,male,married/wid/sep,1,1
965,'0<=X<200',> 24,'existing paid',radio/tv,(1554 - 3368],'no known savings','1<=X<4',4,none,1,car,<= 28,none,own,1,skilled,1,none,yes,female,married/wid/sep,1,1
966,'0<=X<200',> 24,'critical/other existing credit',radio/tv,(1554 - 3368],'500<=X<1000','1<=X<4',4,none,2,'life insurance',<= 28,none,own,2,'unskilled resident',1,none,yes,male,single,0,1
967,'no checking',(12 - 24],'existing paid',radio/tv,> 3368,'<100','>=7',4,none,2,car,> 38,bank,rent,1,'high qualif/self emp/mgmt',1,yes,yes,female,married/wid/sep,1,1
968,'no checking',> 24,'existing paid',radio/tv,> 3368,'no known savings','4<=X<7',2,none,4,'life insurance',(28 - 38],none,rent,1,skilled,1,yes,yes,male,married/wid/sep,1,1
969,'<0',<= 12,'critical/other existing credit','new car',> 3368,'<100','1<=X<4',1,none,2,'real estate',> 38,none,own,2,'unskilled resident',2,none,yes,male,single,1,1
970,'0<=X<200',(12 - 24],'existing paid',repairs,<= 1554,'100<=X<500','1<=X<4',4,guarantor,2,'real estate',<= 28,none,own,1,skilled,1,none,yes,male,single,1,1
971,'no checking',(12 - 24],'existing paid','new car',> 3368,'<100','1<=X<4',1,none,4,'life insurance',> 38,none,own,1,'unskilled resident',2,none,yes,male,single,1,1
972,'<0',(12 - 24],'all paid','new car',<= 1554,'<100',unemployed,1,'co applicant',4,'no known property',(28 - 38],none,rent,2,'unemp/unskilled non res',1,none,yes,female,married/wid/sep,0,0
973,'<0',> 24,'existing paid',business,> 3368,'<100','>=7',4,'co applicant',4,'no known property',(28 - 38],none,rent,1,skilled,1,none,yes,male,single,0,0
974,'no checking',> 24,'critical/other existing credit',radio/tv,(1554 - 3368],'<100','1<=X<4',4,none,2,car,(28 - 38],none,own,1,skilled,1,yes,yes,female,married/wid/sep,1,1
975,'>=200',(12 - 24],'existing paid',radio/tv,<= 1554,'500<=X<1000','1<=X<4',3,none,3,car,> 38,none,own,1,'unskilled resident',1,none,yes,female,married/wid/sep,1,1
976,'0<=X<200',<= 12,'existing paid',radio/tv,<= 1554,'<100','1<=X<4',2,guarantor,3,'real estate',> 38,none,own,1,skilled,1,none,yes,female,married/wid/sep,1,1
977,'0<=X<200',(12 - 24],'delayed previously',business,(1554 - 3368],'no known savings','>=7',4,none,2,'life insurance',> 38,none,own,2,skilled,1,none,yes,male,single,1,1
978,'no checking',(12 - 24],'delayed previously','new car',(1554 - 3368],'<100','>=7',4,none,4,car,> 38,none,own,2,'unskilled resident',2,none,yes,male,single,0,1
979,'0<=X<200',(12 - 24],'all paid','new car',<= 1554,'100<=X<500','1<=X<4',2,none,2,'life insurance',<= 28,none,rent,1,skilled,1,none,yes,male,married/wid/sep,0,0
980,'0<=X<200',> 24,'critical/other existing credit',furniture/equipment,> 3368,'<100','4<=X<7',2,none,2,'life insurance',> 38,none,own,1,skilled,1,none,yes,male,single,0,1
981,'no checking',> 24,'existing paid',business,> 3368,'<100',unemployed,3,none,2,car,(28 - 38],bank,rent,1,'high qualif/self emp/mgmt',1,yes,yes,male,single,0,1
982,'>=200',(12 - 24],'existing paid','new car',(1554 - 3368],'100<=X<500','1<=X<4',1,none,1,car,<= 28,bank,own,1,'high qualif/self emp/mgmt',1,yes,yes,female,married/wid/sep,1,1
983,'<0',> 24,'existing paid','used car',> 3368,'<100','1<=X<4',2,none,2,'life insurance',<= 28,none,own,1,skilled,2,none,yes,male,single,0,1
984,'no checking',(12 - 24],'critical/other existing credit',furniture/equipment,(1554 - 3368],'<100','4<=X<7',2,none,2,'life insurance',(28 - 38],none,own,2,'unskilled resident',1,none,yes,male,single,1,1
985,'<0',(12 - 24],'critical/other existing credit',furniture/equipment,<= 1554,'<100','1<=X<4',4,none,3,'life insurance',<= 28,none,rent,2,skilled,1,none,yes,female,married/wid/sep,1,1
986,'>=200',> 24,'no credits/all paid',business,> 3368,'<100','<1',2,none,1,'life insurance',(28 - 38],none,own,2,skilled,1,none,yes,male,married/wid/sep,1,1
987,'no checking',(12 - 24],'existing paid',radio/tv,<= 1554,'100<=X<500',unemployed,2,none,4,'real estate',> 38,none,own,1,skilled,1,none,yes,female,married/wid/sep,1,1
988,'<0',(12 - 24],'existing paid','used car',> 3368,'<100',unemployed,4,none,2,'no known property',(28 - 38],none,'for free',1,'high qualif/self emp/mgmt',1,yes,yes,male,single,1,1
989,'0<=X<200',(12 - 24],'critical/other existing credit',radio/tv,(1554 - 3368],'<100','>=7',4,none,2,'life insurance',> 38,none,own,2,'unskilled resident',1,none,yes,male,single,1,1
990,'no checking',<= 12,'critical/other existing credit',education,> 3368,'no known savings','<1',2,none,1,'life insurance',(28 - 38],none,own,2,'unskilled resident',2,none,yes,male,single,1,1
991,'no checking',(12 - 24],'all paid',radio/tv,(1554 - 3368],'100<=X<500','>=7',4,none,4,car,(28 - 38],bank,own,1,'unskilled resident',2,none,yes,male,single,1,1
992,'<0',(12 - 24],'existing paid',radio/tv,(1554 - 3368],'no known savings','4<=X<7',2,none,4,car,<= 28,none,rent,2,'unskilled resident',1,none,yes,male,married/wid/sep,1,1
993,'<0',> 24,'existing paid',furniture/equipment,> 3368,'<100',unemployed,4,none,3,'life insurance',(28 - 38],none,own,1,'high qualif/self emp/mgmt',1,yes,yes,male,single,1,0
994,'no checking',<= 12,'existing paid','new car',(1554 - 3368],'no known savings','>=7',4,none,3,car,> 38,none,own,1,skilled,1,yes,yes,male,single,1,1
995,'no checking',<= 12,'existing paid',furniture/equipment,(1554 - 3368],'<100','4<=X<7',3,none,4,'real estate',(28 - 38],none,own,1,'unskilled resident',1,none,yes,female,married/wid/sep,1,1
996,'<0',> 24,'existing paid','used car',> 3368,'<100','1<=X<4',4,none,4,'life insurance',> 38,none,own,1,'high qualif/self emp/mgmt',1,yes,yes,male,married/wid/sep,1,1
997,'no checking',<= 12,'existing paid',radio/tv,<= 1554,'<100','>=7',4,none,4,car,(28 - 38],none,own,1,skilled,1,none,yes,male,single,1,1
998,'<0',> 24,'existing paid',radio/tv,(1554 - 3368],'<100','1<=X<4',4,none,4,'no known property',<= 28,none,'for free',1,skilled,1,yes,yes,male,single,0,0
999,'0<=X<200',> 24,'critical/other existing credit','used car',> 3368,'100<=X<500',unemployed,3,none,4,car,<= 28,none,own,1,skilled,1,none,yes,male,single,1,1
