race,sex,LSAT,UGPA,ZFYA,rank
White,Female,42.0,3.3,0.09,10826
White,Female,39.0,3.7,0.09,10827
White,Male,44.0,3.1,0.09,10828
White,Male,29.0,3.4,0.09,10829
White,Male,43.0,3.3,0.09,10830
White,Male,41.0,4.0,0.09,10831
White,Male,42.0,3.9,0.09,10832
White,Female,45.0,3.4,0.09,10833
White,Female,32.0,3.0,0.09,10834
White,Female,37.0,3.4,0.09,10835
White,Male,40.0,2.5,0.09,10836
White,Male,32.5,3.1,0.09,10837
White,Male,40.0,2.8,0.09,10838
White,Female,36.0,2.6,0.09,10839
White,Female,38.0,3.4,0.09,10840
White,Male,37.0,3.1,0.09,10841
White,Female,36.0,3.9,0.09,10842
White,Female,35.0,3.6,0.09,10843
White,Male,41.0,2.6,0.09,10844
White,Male,34.5,3.4,0.09,10845
White,Male,45.0,2.9,0.09,10846
White,Male,34.0,3.7,0.09,10847
White,Male,36.5,3.1,0.09,10848
White,Male,40.0,3.2,0.09,10849
White,Male,43.0,2.9,0.09,10850
White,Male,25.3,3.1,0.09,10851
White,Female,31.0,3.2,0.09,10852
White,Female,39.0,3.7,0.09,10853
White,Female,31.0,3.2,0.09,10854
White,Female,40.0,3.8,0.09,10855
White,Male,34.0,3.8,0.09,10856
White,Male,37.0,3.1,0.09,10857
White,Female,33.0,3.0,0.09,10858
White,Male,45.0,3.7,0.09,10859
White,Female,35.0,2.9,0.09,10860
White,Female,42.0,3.4,0.09,10861
White,Male,46.0,2.8,0.09,10862
White,Male,34.0,3.4,0.09,10863
White,Female,38.0,3.4,0.09,10864
White,Female,36.0,3.5,0.09,10865
White,Female,40.0,3.6,0.09,10866
White,Male,35.0,4.0,0.09,10867
White,Female,37.0,4.0,0.09,10868
White,Female,35.0,3.8,0.09,10869
Hispanic,Male,45.0,3.9,0.09,10870
White,Female,33.0,3.5,0.09,10871
White,Female,35.0,3.4,0.09,10872
White,Female,30.5,3.1,0.09,10873
White,Male,42.0,3.0,0.09,10874
White,Female,42.0,3.4,0.09,10875
White,Female,36.0,3.6,0.09,10876
White,Male,31.0,4.0,0.09,10877
White,Female,40.0,3.6,0.09,10878
White,Male,48.0,3.0,0.09,10879
White,Male,38.0,3.0,0.09,10880
White,Male,39.0,3.4,0.09,10881
White,Male,37.0,2.5,0.09,10882
White,Male,41.0,4.0,0.09,10883
White,Female,33.0,3.0,0.09,10884
White,Male,41.0,3.2,0.09,10885
White,Female,38.0,3.5,0.09,10886
White,Male,42.0,3.5,0.09,10887
White,Female,30.0,3.1,0.09,10888
White,Male,33.0,2.9,0.09,10889
Hispanic,Male,34.0,2.7,0.09,10890
White,Male,44.0,3.4,0.09,10891
White,Female,37.0,3.5,0.09,10892
White,Male,45.0,3.6,0.09,10893
White,Male,44.0,2.4,0.09,10894
White,Female,40.0,2.9,0.09,10895
White,Female,36.5,3.1,0.09,10896
Black,Female,26.5,3.0,0.09,10897
White,Male,28.5,3.0,0.09,10898
White,Male,47.0,3.6,0.08,10899
White,Male,45.0,3.8,0.08,10900
White,Female,36.0,2.9,0.08,10901
White,Female,40.0,2.7,0.08,10902
White,Male,43.0,3.9,0.08,10903
White,Male,35.5,3.0,0.08,10904
White,Female,41.0,3.8,0.08,10905
White,Male,39.0,3.2,0.08,10906
White,Male,31.0,4.0,0.08,10907
White,Male,39.0,3.1,0.08,10908
Asian,Female,29.0,2.8,0.08,10909
White,Female,31.0,3.2,0.08,10910
White,Male,38.5,3.2,0.08,10911
White,Female,34.5,3.6,0.08,10912
White,Female,46.0,3.7,0.08,10913
White,Female,36.0,2.5,0.08,10914
White,Male,35.0,2.8,0.08,10915
White,Male,34.5,2.9,0.08,10916
White,Male,31.0,3.1,0.08,10917
White,Male,34.0,3.2,0.08,10918
White,Female,38.0,3.5,0.08,10919
White,Female,34.0,3.5,0.08,10920
White,Male,42.0,3.2,0.08,10921
White,Male,40.0,2.7,0.08,10922
White,Male,42.0,3.4,0.08,10923
White,Female,34.0,3.2,0.08,10924
White,Male,33.0,2.5,0.08,10925
White,Male,36.0,3.1,0.08,10926
White,Male,31.5,3.7,0.08,10927
White,Male,32.0,3.4,0.08,10928
White,Male,44.0,3.7,0.08,10929
White,Male,45.0,3.3,0.08,10930
White,Female,35.5,3.3,0.08,10931
Black,Female,38.0,3.0,0.08,10932
Asian,Male,44.0,3.6,0.08,10933
White,Female,40.0,2.9,0.08,10934
White,Female,41.0,3.4,0.08,10935
White,Female,31.0,3.0,0.08,10936
White,Male,43.0,3.4,0.08,10937
White,Male,39.0,2.9,0.08,10938
White,Female,32.5,2.8,0.08,10939
White,Male,42.0,3.2,0.08,10940
Asian,Female,41.0,3.1,0.08,10941
White,Male,43.0,3.6,0.08,10942
White,Female,36.0,3.9,0.08,10943
White,Female,26.0,3.4,0.08,10944
White,Male,33.0,3.0,0.08,10945
White,Female,37.0,3.7,0.08,10946
White,Male,42.0,3.6,0.08,10947
White,Male,36.0,2.8,0.08,10948
White,Male,41.0,3.9,0.08,10949
White,Male,41.0,3.0,0.08,10950
White,Male,48.0,3.9,0.08,10951
White,Male,37.0,3.2,0.08,10952
White,Female,36.0,2.8,0.08,10953
White,Male,31.0,2.5,0.08,10954
Asian,Female,48.0,3.6,0.08,10955
White,Male,33.0,3.1,0.08,10956
White,Female,33.0,3.2,0.08,10957
White,Female,34.0,3.3,0.08,10958
Other,Female,32.0,3.3,0.08,10959
White,Female,41.0,2.9,0.08,10960
White,Male,45.0,3.5,0.08,10961
White,Female,37.0,3.4,0.08,10962
White,Male,26.5,3.0,0.08,10963
White,Female,48.0,3.6,0.08,10964
Asian,Female,40.0,3.6,0.08,10965
Asian,Male,35.0,2.9,0.08,10966
White,Female,48.0,3.6,0.08,10967
White,Male,37.0,2.9,0.08,10968
White,Male,40.0,3.7,0.08,10969
Hispanic,Male,36.0,2.9,0.08,10970
White,Female,37.0,3.3,0.08,10971
White,Male,41.0,3.4,0.08,10972
Black,Male,26.0,2.9,0.08,10973
White,Male,39.0,3.3,0.08,10974
White,Male,41.0,3.5,0.08,10975
White,Female,48.0,2.8,0.08,10976
Other,Male,32.0,3.1,0.08,10977
White,Male,39.0,3.6,0.08,10978
White,Male,33.0,2.8,0.08,10979
White,Female,40.7,3.1,0.08,10980
White,Female,38.0,3.1,0.08,10981
White,Female,34.0,3.5,0.08,10982
White,Male,34.0,3.7,0.08,10983
Mexican,Male,47.0,2.7,0.08,10984
White,Female,36.0,3.4,0.08,10985
White,Female,38.0,3.2,0.08,10986
White,Male,40.0,3.2,0.08,10987
White,Male,33.0,3.6,0.08,10988
White,Male,36.0,2.9,0.08,10989
Black,Female,23.0,3.2,0.08,10990
White,Male,33.0,3.2,0.08,10991
White,Female,39.0,3.8,0.08,10992
White,Female,34.0,3.4,0.08,10993
White,Female,40.0,3.2,0.08,10994
White,Male,38.0,3.2,0.08,10995
White,Male,42.0,2.8,0.08,10996
White,Female,43.0,3.7,0.08,10997
White,Female,43.0,2.8,0.08,10998
White,Female,44.0,3.2,0.08,10999
White,Male,38.0,3.6,0.08,11000
White,Male,44.0,3.7,0.08,11001
White,Male,38.0,3.8,0.07,11002
White,Male,34.0,3.0,0.07,11003
White,Male,33.0,2.9,0.07,11004
White,Female,32.0,3.1,0.07,11005
White,Female,26.0,3.3,0.07,11006
White,Male,35.0,3.2,0.07,11007
White,Male,36.0,3.3,0.07,11008
White,Male,42.0,3.5,0.07,11009
White,Female,39.0,3.0,0.07,11010
White,Female,32.0,3.0,0.07,11011
White,Male,36.0,2.5,0.07,11012
White,Male,40.0,3.6,0.07,11013
White,Male,38.0,3.1,0.07,11014
Asian,Female,31.0,2.7,0.07,11015
Black,Female,22.0,2.4,0.07,11016
White,Female,31.5,2.9,0.07,11017
White,Male,39.0,2.6,0.07,11018
White,Female,34.3,3.0,0.07,11019
White,Male,40.5,3.0,0.07,11020
White,Male,36.0,2.7,0.07,11021
White,Male,44.0,3.2,0.07,11022
White,Male,38.0,3.3,0.07,11023
White,Male,42.0,3.6,0.07,11024
White,Male,36.0,3.4,0.07,11025
White,Male,29.5,2.9,0.07,11026
White,Female,30.5,3.2,0.07,11027
White,Male,35.0,3.3,0.07,11028
White,Male,42.0,3.6,0.07,11029
White,Male,46.0,3.3,0.07,11030
White,Female,35.0,3.1,0.07,11031
White,Male,45.0,3.1,0.07,11032
Hispanic,Male,34.0,2.1,0.07,11033
White,Male,30.0,2.9,0.07,11034
White,Male,33.0,3.4,0.07,11035
White,Female,39.0,3.1,0.07,11036
White,Female,35.0,3.8,0.07,11037
White,Male,34.0,3.1,0.07,11038
White,Male,38.0,2.9,0.07,11039
White,Male,31.5,2.7,0.07,11040
White,Male,46.0,3.8,0.07,11041
White,Female,38.0,3.6,0.07,11042
White,Male,36.0,3.4,0.07,11043
White,Female,34.0,3.6,0.07,11044
Mexican,Male,31.0,2.7,0.07,11045
White,Female,40.0,3.4,0.07,11046
White,Female,35.0,3.4,0.07,11047
White,Male,32.0,3.5,0.07,11048
Other,Female,36.5,3.5,0.07,11049
White,Male,31.0,2.6,0.07,11050
White,Female,42.0,3.0,0.07,11051
White,Male,29.0,2.4,0.07,11052
White,Female,40.0,3.8,0.07,11053
White,Male,37.0,2.9,0.07,11054
White,Female,36.0,2.7,0.07,11055
White,Female,41.0,3.5,0.07,11056
White,Male,28.0,3.2,0.07,11057
White,Female,27.0,3.5,0.07,11058
White,Male,42.5,3.7,0.07,11059
Black,Female,36.0,2.4,0.07,11060
White,Female,40.0,3.2,0.07,11061
Asian,Male,41.0,3.8,0.07,11062
White,Male,46.0,3.6,0.07,11063
White,Female,33.0,3.1,0.07,11064
White,Male,42.0,3.3,0.07,11065
Asian,Male,32.0,3.6,0.07,11066
White,Male,34.0,2.3,0.07,11067
White,Female,44.0,3.6,0.07,11068
White,Female,42.0,2.9,0.07,11069
White,Female,33.0,3.0,0.07,11070
White,Female,34.0,3.5,0.07,11071
White,Male,43.0,2.9,0.07,11072
White,Female,35.0,3.5,0.07,11073
White,Male,31.0,3.1,0.07,11074
White,Male,38.0,3.2,0.07,11075
White,Female,35.0,3.1,0.07,11076
White,Male,45.0,2.6,0.07,11077
White,Female,42.0,3.7,0.07,11078
White,Male,32.0,2.9,0.07,11079
White,Female,42.0,4.0,0.07,11080
White,Male,44.0,2.1,0.07,11081
White,Male,39.0,2.7,0.07,11082
White,Female,39.0,3.9,0.07,11083
White,Female,40.0,3.1,0.07,11084
White,Female,37.5,2.8,0.07,11085
White,Female,40.0,4.1,0.07,11086
White,Female,41.0,3.3,0.07,11087
White,Male,29.0,2.6,0.07,11088
White,Male,38.0,3.1,0.07,11089
Hispanic,Male,31.0,3.2,0.07,11090
White,Male,38.0,3.3,0.06,11091
White,Male,37.0,2.6,0.06,11092
Asian,Female,31.0,3.0,0.06,11093
White,Male,48.0,3.3,0.06,11094
White,Male,41.0,3.7,0.06,11095
White,Female,38.0,3.6,0.06,11096
White,Female,39.0,2.8,0.06,11097
White,Male,29.0,2.6,0.06,11098
White,Female,40.0,2.7,0.06,11099
White,Female,38.0,3.2,0.06,11100
White,Male,39.0,2.7,0.06,11101
White,Male,37.0,3.4,0.06,11102
White,Male,39.0,2.8,0.06,11103
White,Male,44.0,3.5,0.06,11104
White,Male,36.5,2.8,0.06,11105
White,Male,38.0,3.5,0.06,11106
White,Male,36.0,3.3,0.06,11107
Black,Female,28.0,3.3,0.06,11108
White,Male,42.0,3.7,0.06,11109
White,Female,38.5,3.5,0.06,11110
White,Male,45.0,3.1,0.06,11111
White,Male,35.0,2.8,0.06,11112
Other,Female,33.0,3.5,0.06,11113
White,Female,37.5,3.1,0.06,11114
Asian,Male,37.0,2.9,0.06,11115
White,Male,37.0,3.4,0.06,11116
White,Female,46.0,3.5,0.06,11117
White,Male,43.0,3.5,0.06,11118
White,Male,48.0,3.5,0.06,11119
White,Female,37.0,3.1,0.06,11120
White,Male,36.0,2.4,0.06,11121
Black,Female,34.0,2.7,0.06,11122
White,Male,39.0,3.5,0.06,11123
Asian,Male,43.0,3.4,0.06,11124
White,Female,42.0,3.6,0.06,11125
White,Female,34.5,3.6,0.06,11126
White,Female,45.0,3.6,0.06,11127
White,Female,36.0,2.7,0.06,11128
White,Male,43.0,3.0,0.06,11129
White,Male,40.0,3.2,0.06,11130
White,Female,40.0,3.2,0.06,11131
White,Female,44.0,3.8,0.06,11132
White,Male,40.0,3.5,0.06,11133
White,Male,44.0,3.3,0.06,11134
White,Female,35.5,2.1,0.06,11135
White,Male,41.0,3.9,0.06,11136
White,Female,28.0,3.4,0.06,11137
White,Male,34.0,3.5,0.06,11138
White,Female,39.0,3.6,0.06,11139
White,Female,47.0,3.2,0.06,11140
White,Female,32.5,3.1,0.06,11141
White,Female,37.0,3.5,0.06,11142
White,Male,43.0,3.6,0.06,11143
Mexican,Female,37.0,3.0,0.06,11144
White,Male,30.0,2.7,0.06,11145
White,Female,36.0,3.3,0.06,11146
Hispanic,Male,43.0,3.4,0.06,11147
White,Female,33.0,3.9,0.06,11148
White,Male,29.0,2.8,0.06,11149
White,Male,40.0,2.6,0.06,11150
White,Female,43.0,3.5,0.06,11151
White,Female,40.0,3.9,0.06,11152
White,Male,43.0,3.7,0.06,11153
White,Female,34.0,3.4,0.06,11154
White,Female,46.0,3.8,0.06,11155
White,Female,39.0,3.7,0.06,11156
White,Male,44.0,2.8,0.06,11157
White,Male,31.5,3.0,0.06,11158
Asian,Female,46.0,3.6,0.06,11159
White,Female,42.0,3.9,0.06,11160
White,Male,48.0,3.9,0.06,11161
White,Male,33.0,3.0,0.06,11162
Black,Female,30.3,3.3,0.06,11163
White,Male,37.0,3.2,0.06,11164
White,Female,47.0,3.5,0.06,11165
White,Female,46.0,3.7,0.06,11166
White,Male,37.0,2.7,0.06,11167
White,Female,41.0,3.1,0.06,11168
White,Female,41.0,3.3,0.06,11169
White,Male,46.0,2.8,0.06,11170
White,Male,40.0,3.1,0.06,11171
White,Female,36.0,3.3,0.06,11172
White,Male,37.0,3.8,0.06,11173
White,Male,35.5,2.9,0.06,11174
White,Female,32.5,3.6,0.06,11175
White,Male,42.0,3.2,0.06,11176
White,Female,42.0,3.9,0.06,11177
White,Male,39.0,3.2,0.05,11178
White,Female,39.5,3.2,0.05,11179
White,Male,40.0,3.0,0.05,11180
White,Male,36.0,3.1,0.05,11181
White,Male,33.0,3.1,0.05,11182
White,Male,33.0,3.3,0.05,11183
White,Male,34.0,3.4,0.05,11184
White,Female,28.5,2.8,0.05,11185
White,Male,36.0,3.6,0.05,11186
White,Female,31.0,3.3,0.05,11187
White,Female,35.0,3.0,0.05,11188
White,Female,40.0,2.6,0.05,11189
White,Male,41.0,3.0,0.05,11190
White,Male,29.5,2.7,0.05,11191
White,Male,27.3,3.2,0.05,11192
Black,Female,19.0,2.5,0.05,11193
White,Female,38.0,2.6,0.05,11194
White,Male,34.0,3.4,0.05,11195
White,Male,41.0,3.3,0.05,11196
White,Male,42.0,3.8,0.05,11197
Hispanic,Male,27.0,3.1,0.05,11198
White,Male,29.0,2.6,0.05,11199
White,Female,37.0,3.8,0.05,11200
White,Female,35.0,3.4,0.05,11201
White,Male,39.0,2.9,0.05,11202
White,Male,42.0,3.5,0.05,11203
White,Female,31.0,3.1,0.05,11204
White,Female,33.0,3.5,0.05,11205
White,Female,33.5,3.1,0.05,11206
White,Male,34.0,3.5,0.05,11207
White,Female,32.0,3.5,0.05,11208
White,Female,29.0,3.6,0.05,11209
White,Female,35.0,3.5,0.05,11210
White,Male,44.0,3.1,0.05,11211
White,Male,48.0,3.2,0.05,11212
White,Male,34.5,3.3,0.05,11213
White,Male,42.0,3.0,0.05,11214
White,Male,41.0,3.6,0.05,11215
Amerindian,Male,38.0,2.7,0.05,11216
White,Male,29.5,3.0,0.05,11217
White,Male,34.0,2.9,0.05,11218
White,Female,35.0,3.8,0.05,11219
White,Male,31.0,2.4,0.05,11220
White,Male,30.0,3.4,0.05,11221
White,Male,38.0,3.3,0.05,11222
White,Female,38.0,3.4,0.05,11223
White,Female,37.0,2.7,0.05,11224
White,Male,31.5,3.2,0.05,11225
White,Male,36.0,3.4,0.05,11226
Mexican,Male,31.0,3.5,0.05,11227
White,Male,36.0,2.7,0.05,11228
White,Female,37.0,2.6,0.05,11229
Black,Male,31.0,2.2,0.05,11230
White,Male,42.0,3.3,0.05,11231
White,Female,36.0,3.4,0.05,11232
White,Female,39.0,3.2,0.05,11233
White,Male,36.5,3.1,0.05,11234
Mexican,Male,41.0,3.6,0.05,11235
White,Female,42.0,3.8,0.05,11236
White,Male,34.5,3.1,0.05,11237
White,Male,31.0,3.4,0.05,11238
Other,Male,34.5,3.6,0.05,11239
White,Male,35.0,2.7,0.05,11240
White,Male,34.0,3.6,0.05,11241
Hispanic,Male,37.0,3.2,0.05,11242
White,Female,32.0,3.7,0.05,11243
Other,Female,35.0,2.9,0.05,11244
White,Male,39.0,3.2,0.05,11245
Asian,Female,30.0,2.8,0.05,11246
White,Female,34.0,4.0,0.05,11247
White,Male,43.0,2.5,0.05,11248
White,Male,40.0,3.4,0.05,11249
White,Male,35.0,3.4,0.05,11250
White,Female,34.0,2.9,0.05,11251
Mexican,Female,42.0,2.9,0.05,11252
White,Male,44.0,3.3,0.05,11253
White,Male,42.0,3.3,0.05,11254
Other,Male,27.0,3.0,0.05,11255
White,Male,34.0,3.5,0.05,11256
White,Male,43.0,2.8,0.05,11257
White,Female,36.0,3.7,0.05,11258
White,Female,32.0,3.8,0.05,11259
White,Female,36.0,3.0,0.05,11260
White,Female,33.0,2.8,0.05,11261
White,Male,31.5,3.7,0.05,11262
White,Female,45.0,3.9,0.05,11263
White,Female,45.0,3.1,0.05,11264
White,Female,41.0,3.6,0.05,11265
White,Male,36.0,2.4,0.05,11266
White,Male,37.0,3.1,0.05,11267
White,Male,33.0,3.8,0.05,11268
White,Male,29.0,3.5,0.05,11269
White,Male,43.0,3.5,0.05,11270
White,Female,33.0,3.9,0.05,11271
Asian,Male,32.0,2.4,0.05,11272
Asian,Male,32.5,2.9,0.05,11273
White,Male,32.3,3.1,0.05,11274
White,Male,41.0,3.0,0.05,11275
White,Male,37.5,3.7,0.05,11276
White,Male,33.0,3.5,0.05,11277
White,Female,36.0,3.5,0.05,11278
White,Male,32.0,2.6,0.05,11279
White,Female,38.0,3.5,0.05,11280
White,Female,39.0,3.4,0.04,11281
White,Male,34.0,3.2,0.04,11282
White,Female,41.0,3.8,0.04,11283
White,Male,34.0,3.0,0.04,11284
White,Male,33.0,2.3,0.04,11285
White,Male,36.0,3.5,0.04,11286
White,Male,38.0,3.9,0.04,11287
White,Female,41.0,3.0,0.04,11288
White,Male,41.0,3.4,0.04,11289
White,Male,35.0,3.2,0.04,11290
White,Male,41.0,3.9,0.04,11291
White,Female,33.0,3.0,0.04,11292
White,Male,42.0,3.1,0.04,11293
White,Female,40.0,3.0,0.04,11294
White,Female,36.0,3.7,0.04,11295
White,Female,47.0,2.9,0.04,11296
White,Male,34.0,3.1,0.04,11297
Mexican,Male,29.5,3.0,0.04,11298
Black,Male,30.0,3.0,0.04,11299
White,Female,32.0,3.1,0.04,11300
Black,Female,14.0,2.9,0.04,11301
White,Female,41.0,3.7,0.04,11302
White,Female,37.0,3.4,0.04,11303
White,Male,48.0,3.7,0.04,11304
Black,Female,25.0,2.6,0.04,11305
White,Female,31.5,3.2,0.04,11306
Black,Male,38.0,3.0,0.04,11307
White,Female,33.0,3.2,0.04,11308
White,Female,40.0,3.5,0.04,11309
White,Female,41.0,3.8,0.04,11310
White,Female,38.0,3.3,0.04,11311
White,Male,35.0,3.2,0.04,11312
White,Male,40.0,2.9,0.04,11313
Black,Male,29.0,2.8,0.04,11314
White,Male,31.0,2.1,0.04,11315
White,Male,38.0,2.9,0.04,11316
White,Male,38.0,2.3,0.04,11317
White,Female,31.0,3.3,0.04,11318
White,Male,37.0,3.2,0.04,11319
White,Male,40.0,2.2,0.04,11320
White,Female,39.0,2.9,0.04,11321
White,Male,37.0,3.7,0.04,11322
White,Male,31.0,3.3,0.04,11323
White,Male,42.0,3.4,0.04,11324
Other,Female,38.0,3.1,0.04,11325
White,Female,35.0,3.2,0.04,11326
White,Male,36.0,3.4,0.04,11327
Black,Female,36.0,3.3,0.04,11328
White,Male,36.0,3.4,0.04,11329
White,Male,28.0,3.5,0.04,11330
White,Male,30.0,3.5,0.04,11331
White,Male,42.0,3.0,0.04,11332
White,Male,31.0,3.2,0.04,11333
White,Male,33.0,2.9,0.04,11334
White,Female,36.0,2.4,0.04,11335
White,Male,35.0,2.4,0.04,11336
Asian,Male,29.0,3.5,0.04,11337
Hispanic,Female,31.0,3.4,0.04,11338
White,Male,36.5,2.9,0.04,11339
White,Male,30.0,2.9,0.04,11340
White,Female,33.0,3.7,0.04,11341
White,Female,35.0,3.3,0.04,11342
White,Male,34.0,3.1,0.04,11343
White,Female,32.0,3.2,0.04,11344
White,Female,36.0,3.0,0.04,11345
White,Male,31.5,3.2,0.04,11346
Mexican,Male,37.0,3.2,0.04,11347
White,Female,37.0,4.0,0.04,11348
Hispanic,Female,39.0,3.4,0.04,11349
White,Female,33.0,3.3,0.04,11350
White,Male,31.0,3.0,0.04,11351
White,Male,38.0,3.8,0.04,11352
White,Male,38.0,2.7,0.04,11353
Other,Male,35.0,2.8,0.04,11354
White,Male,39.0,3.6,0.04,11355
White,Female,33.0,2.3,0.04,11356
White,Male,42.0,3.2,0.04,11357
White,Male,33.0,2.9,0.04,11358
White,Female,42.0,3.7,0.04,11359
White,Male,40.0,2.8,0.04,11360
White,Female,40.0,3.9,0.04,11361
White,Male,38.0,3.3,0.04,11362
White,Female,32.0,3.3,0.04,11363
Asian,Female,38.5,3.7,0.03,11364
White,Female,34.0,3.4,0.03,11365
White,Female,25.0,3.7,0.03,11366
White,Male,37.0,2.9,0.03,11367
White,Female,30.7,3.7,0.03,11368
White,Male,38.0,3.8,0.03,11369
White,Male,38.0,3.5,0.03,11370
White,Male,29.0,2.9,0.03,11371
White,Male,31.3,2.9,0.03,11372
White,Male,33.0,2.6,0.03,11373
White,Male,33.0,3.4,0.03,11374
White,Female,38.0,2.9,0.03,11375
White,Male,35.0,3.5,0.03,11376
Black,Female,26.0,3.6,0.03,11377
White,Female,29.0,3.3,0.03,11378
White,Female,39.0,3.6,0.03,11379
White,Female,37.0,3.2,0.03,11380
Black,Female,24.0,3.5,0.03,11381
White,Male,37.0,3.6,0.03,11382
Mexican,Female,39.0,3.5,0.03,11383
White,Female,37.0,3.4,0.03,11384
White,Male,42.0,2.6,0.03,11385
Black,Female,29.0,2.7,0.03,11386
White,Female,33.0,3.2,0.03,11387
White,Male,47.0,3.3,0.03,11388
White,Male,30.0,2.4,0.03,11389
White,Female,38.0,3.5,0.03,11390
White,Female,43.0,3.8,0.03,11391
White,Male,37.0,3.3,0.03,11392
White,Female,38.0,3.4,0.03,11393
White,Male,40.0,3.8,0.03,11394
White,Female,42.0,2.9,0.03,11395
White,Male,34.0,3.6,0.03,11396
Puertorican,Male,29.0,2.9,0.03,11397
White,Female,33.5,3.3,0.03,11398
White,Female,42.0,3.6,0.03,11399
White,Male,36.0,3.1,0.03,11400
White,Male,46.0,3.8,0.03,11401
Asian,Male,30.0,3.6,0.03,11402
White,Female,41.0,2.7,0.03,11403
White,Male,37.0,3.3,0.03,11404
White,Female,32.0,3.1,0.03,11405
White,Male,48.0,3.7,0.03,11406
White,Male,30.0,3.4,0.03,11407
White,Female,44.0,3.7,0.03,11408
White,Female,35.0,3.1,0.03,11409
White,Female,42.0,3.3,0.03,11410
White,Female,40.0,2.9,0.03,11411
White,Male,30.0,3.2,0.03,11412
White,Female,30.5,3.0,0.03,11413
White,Male,36.0,2.5,0.03,11414
White,Female,34.0,2.9,0.03,11415
White,Male,39.0,3.2,0.03,11416
White,Male,41.0,2.7,0.03,11417
White,Female,37.5,3.1,0.03,11418
Black,Female,38.0,3.3,0.03,11419
White,Male,36.0,3.8,0.03,11420
White,Female,34.5,3.5,0.03,11421
White,Male,40.0,3.4,0.03,11422
White,Male,44.0,2.5,0.03,11423
White,Female,34.0,3.9,0.03,11424
Hispanic,Female,35.0,3.6,0.03,11425
Other,Male,33.0,2.7,0.03,11426
White,Male,35.5,3.3,0.03,11427
White,Female,38.0,3.3,0.03,11428
White,Male,43.0,3.1,0.03,11429
White,Female,39.5,3.2,0.03,11430
White,Female,31.0,2.6,0.03,11431
White,Male,41.5,3.7,0.03,11432
White,Female,38.0,2.9,0.03,11433
White,Female,37.0,2.8,0.03,11434
White,Male,29.0,3.6,0.03,11435
White,Male,39.0,2.2,0.03,11436
White,Male,43.0,3.0,0.03,11437
Other,Male,44.0,3.7,0.03,11438
White,Male,37.0,2.7,0.03,11439
White,Male,32.0,3.6,0.03,11440
White,Male,42.0,3.5,0.03,11441
White,Male,29.0,3.3,0.03,11442
White,Male,41.0,3.6,0.03,11443
White,Male,41.0,3.5,0.02,11444
Black,Male,23.0,2.3,0.02,11445
White,Male,40.0,3.7,0.02,11446
White,Male,34.0,3.7,0.02,11447
White,Male,42.0,3.2,0.02,11448
White,Male,27.0,3.2,0.02,11449
White,Male,27.0,2.4,0.02,11450
White,Female,33.0,3.6,0.02,11451
White,Female,41.0,3.1,0.02,11452
White,Male,46.0,3.9,0.02,11453
White,Female,35.0,3.4,0.02,11454
White,Female,39.0,3.1,0.02,11455
White,Female,48.0,3.9,0.02,11456
Mexican,Female,28.0,2.9,0.02,11457
White,Female,37.0,3.5,0.02,11458
White,Male,41.0,3.4,0.02,11459
White,Male,39.0,3.0,0.02,11460
White,Female,29.0,3.4,0.02,11461
Other,Male,41.0,3.3,0.02,11462
White,Male,32.0,3.3,0.02,11463
White,Male,35.0,3.0,0.02,11464
Black,Female,25.0,2.9,0.02,11465
White,Female,32.5,2.5,0.02,11466
White,Male,41.0,3.8,0.02,11467
White,Female,31.0,2.5,0.02,11468
White,Female,45.0,3.8,0.02,11469
Black,Female,21.0,2.6,0.02,11470
White,Male,35.0,3.0,0.02,11471
White,Female,40.0,3.1,0.02,11472
White,Male,32.0,3.1,0.02,11473
White,Male,37.0,2.8,0.02,11474
White,Male,37.0,2.2,0.02,11475
White,Male,31.5,3.5,0.02,11476
White,Female,38.0,3.4,0.02,11477
White,Male,39.0,3.6,0.02,11478
White,Male,35.0,2.5,0.02,11479
White,Male,33.0,3.2,0.02,11480
White,Female,39.0,3.7,0.02,11481
Black,Male,23.5,2.7,0.02,11482
White,Female,34.0,2.8,0.02,11483
White,Female,35.0,3.2,0.02,11484
White,Female,36.5,2.9,0.02,11485
White,Male,33.0,2.8,0.02,11486
White,Male,41.0,2.9,0.02,11487
White,Male,34.0,3.3,0.02,11488
White,Male,37.0,2.9,0.02,11489
White,Female,34.0,3.3,0.02,11490
White,Male,40.0,3.4,0.02,11491
White,Male,30.0,3.2,0.02,11492
White,Male,35.0,2.6,0.02,11493
White,Male,38.0,3.6,0.02,11494
Asian,Male,45.0,3.0,0.02,11495
White,Female,36.5,3.0,0.02,11496
White,Male,47.0,3.3,0.02,11497
White,Female,39.0,3.8,0.02,11498
Black,Male,31.0,2.8,0.02,11499
White,Male,25.5,2.7,0.02,11500
White,Male,33.0,2.9,0.02,11501
White,Male,40.0,3.8,0.02,11502
White,Female,39.0,3.5,0.02,11503
White,Male,39.0,2.8,0.02,11504
White,Male,37.0,3.2,0.02,11505
White,Male,30.0,3.2,0.02,11506
White,Male,39.0,2.6,0.02,11507
White,Male,34.0,3.2,0.02,11508
White,Male,39.0,4.0,0.02,11509
White,Female,39.0,3.4,0.02,11510
Hispanic,Male,32.0,3.4,0.02,11511
Black,Female,42.0,2.8,0.02,11512
Mexican,Male,29.0,2.0,0.02,11513
White,Female,35.0,3.2,0.02,11514
White,Female,39.0,2.9,0.02,11515
